WBAN,YYYYMMDD,Tmax,TmaxFlag,Tmin,TminFlag,Tavg,TavgFlag,Depart,DepartFlag,DewPoint,DewPointFlag,WetBulb,WetBulbFlag,Heat,HeatFlag,Cool,CoolFlag,Sunrise,SunriseFlag,Sunset,SunsetFlag,CodeSum,CodeSumFlag,Depth,DepthFlag,Water1,Water1Flag,SnowFall,SnowFallFlag,PrecipTotal,PrecipTotalFlag,StnPressure,StnPressureFlag,SeaLevel,SeaLevelFlag,ResultSpeed,ResultSpeedFlag,ResultDir,ResultDirFlag,AvgSpeed,AvgSpeedFlag,Max5Speed,Max5SpeedFlag,Max5Dir,Max5DirFlag,Max2Speed,Max2SpeedFlag,Max2Dir,Max2DirFlag
23174,20100708,65," ",60," ",63," ",-6," ",54," ",58," ",2," ",0," ",0450," ",1908," ","BCFG HZ"," ",M," ",M," ",M," ",0.00," ",29.57," ",29.92," ",7.5," ",26," ",7.8," ",20," ",280," ",15," ",270," "
23174,20100709,67," ",60," ",64," ",-5," ",56," ",59," ",1," ",0," ",0450," ",1908," ","BCFG BR HZ"," ",M," ",M," ",M," ",0.00," ",29.57," ",29.91," ",6," ",26," ",6.3," ",20," ",260," ",15," ",270," "
23174,20100710,69," ",61," ",65," ",-4," ",57," ",60," ",0," ",0," ",0451," ",1907," ",HZ," ",M," ",M," ",M," ","  T"," ",29.57," ",29.92," ",5.5," ",26," ",5.8," ",21," ",270," ",14," ",270," "
23174,20100711,70," ",62," ",66," ",-3," ",58," ",61," ",0," ",1," ",0451," ",1907," ","BR HZ"," ",M," ",M," ",M," ",0.00," ",29.58," ",29.93," ",6," ",26," ",6.6," ",23," ",260," ",15," ",270," "
23174,20100712,68," ",61," ",65," ",-4," ",56," ",60," ",0," ",0," ",0452," ",1907," "," "," ",M," ",M," ",M," ",0.00," ",29.60," ",29.94," ",8.9," ",27," ",10.2," ",26," ",270," ",21," ",270," "
23174,20100713,74," ",60," ",67," ",-2," ",55," ",61," ",0," ",2," ",0452," ",1906," "," "," ",M," ",M," ",M," ",0.00," ",29.52," ",29.86," ",7.8," ",25," ",8.4," ",25," ",240," ",21," ",260," "
23174,20100714,79," ",63," ",71," "," 2"," ",56," ",62," ",0," ",6," ",0453," ",1906," "," "," ",M," ",M," ",M," ",0.00," ",29.51," ",29.85," ",5.8," ",26," ",6.9," ",24," ",290," ",20," ",270," "
23174,20100715,78," ",66," ",72," "," 3"," ",57," ",63," ",0," ",7," ",0454," ",1906," "," "," ",M," ",M," ",M," ",0.00," ",29.52," ",29.88," ",6.7," ",27," ",8," ",24," ",280," ",21," ",280," "
23174,20100716,79," ",64," ",72," "," 3"," ",57," ",63," ",0," ",7," ",0454," ",1905," "," "," ",M," ",M," ",M," ","  T"," ",29.57," ",29.9," ",6.4," ",26," ",7.2," ",21," ",290," ",16," ",270," "
23174,20100717,76," ",63," ",70," "," 0"," ",58," ",62," ",0," ",5," ",0455," ",1905," "," "," ",M," ",M," ",M," ",0.00," ",29.57," ",29.91," ",6.9," ",26," ",7.1," ",21," ",260," ",17," ",260," "
23174,20100718,74," ",65," ",70," "," 0"," ",59," ",63," ",0," ",5," ",0455," ",1904," ",HZ," ",M," ",M," ",M," ",0.00," ",29.55," ",29.9," ",4.8," ",26," ",5.7," ",20," ",280," ",14," ",270," "
23174,20100719,75," ",63," ",69," ",-1," ",59," ",63," ",0," ",4," ",0456," ",1904," ","BCFG BR HZ"," ",M," ",M," ",M," ",0.00," ",29.55," ",29.9," ",4.1," ",25," ",7.9," ",21," ",220," ",15," ",230," "
23174,20100720,71," ",61," ",66," ",-4," ",58," ",61," ",0," ",1," ",0457," ",1903," ","BCFG BR HZ"," ",M," ",M," ",M," ",0.00," ",29.52," ",29.87," ",6.1," ",25," ",6.8," ",21," ",250," ",14," ",260," "
23174,20100721,70," ",62," ",66," ",-4," ",58," ",61," ",0," ",1," ",0457," ",1903," ","MIFG BCFG BR HZ"," ",M," ",M," ",M," ",0.00," ",29.53," ",29.88," ",5.8," ",25," ",6.9," ",20," ",270," ",13," ",260," "
23174,20100722,70," ",63," ",67," ",-3," ",58," ",61," ",0," ",2," ",0458," ",1902," ","BCFG BR HZ"," ",M," ",M," ",M," ",0.00," ",29.56," ",29.9," ",6.2," ",26," ",6.8," ",21," ",260," ",14," ",260," "
23174,20100723,68," ",59," ",64," ",-6," ",56," ",60," ",1," ",0," ",0459," ",1902," ","BCFG BR"," ",M," ",M," ",M," ",0.00," ",29.57," ",29.92," ",9," ",27," ",9.3," ",21," ",250," ",17," ",270," "
23174,20100724,68," ",59," ",64," ",-6," ",56," ",59," ",1," ",0," ",0459," ",1901," "," "," ",M," ",M," ",M," ",0.00," ",29.56," ",29.91," ",9," ",26," ",9.2," ",21," ",270," ",16," ",270," "
23174,20100725,69," ",61," ",65," ",-5," ",56," ",60," ",0," ",0," ",0500," ",1900," ",HZ," ",M," ",M," ",M," ",0.00," ",29.55," ",29.9," ",8," ",26," ",8.5," ",21," ",270," ",16," ",270," "
23174,20100726,69," ",60," ",65," ",-5," ",55," ",58," ",0," ",0," ",0501," ",1860," ",HZ," ",M," ",M," ",M," ",0.00," ",29.55," ",29.9," ",7.8," ",26," ",8.1," ",21," ",290," ",17," ",270," "
23174,20100727,67," ",60," ",64," ",-6," ",54," ",57," ",1," ",0," ",0501," ",1859," "," "," ",M," ",M," ",M," ",0.00," ",29.59," ",29.93," ",6.8," ",25," ",7.8," ",24," ",260," ",17," ",270," "
23174,20100728,68," ",59," ",64," ",-6," ",53," ",58," ",1," ",0," ",0502," ",1858," "," "," ",M," ",M," ",M," ",0.00," ",29.65," ",29.99," ",8.4," ",25," ",9.7," ",25," ",280," ",20," ",260," "
23174,20100729,70," ",59," ",65," ",-5," ",54," ",58," ",0," ",0," ",0503," ",1857," "," "," ",M," ",M," ",M," ",0.00," ",29.64," ",29.99," ",7.6," ",25," ",8.5," ",21," ",280," ",16," ",260," "
23174,20100730,68," ",59," ",64," ",-6," ",55," ",58," ",1," ",0," ",0504," ",1857," ","BR HZ"," ",M," ",M," ",M," ",0.00," ",29.61," ",29.96," ",6.7," ",26," ",6.9," ",21," ",220," ",15," ",250," "
23174,20100731,71," ",59," ",65," ",-5," ",57," ",60," ",0," ",0," ",0504," ",1856," ","BR HZ"," ",M," ",M," ",M," ",0.00," ",29.60," ",29.95," ",5.1," ",27," ",5.9," ",20," ",290," ",15," ",260," "
94846,20100701,77," ",55," ",66," ",-6," ",48," ",57," ",0," ",1," ",0420," ",1931," "," "," ",M," ",M," ",M," ",0.00," ",29.59," ",30.33," ",5," ",9," ",5.5," ",24," ",80," ",13," ",120," "
94846,20100702,83," ",59," ",71," ",-1," ",53," ",61," ",0," ",6," ",0420," ",1931," "," "," ",M," ",M," ",M," ",0.00," ",29.47," ",30.2," ",7.9," ",19," ",8.1," ",23," ",220," ",15," ",200," "
94846,20100703,87," ",60," ",74," "," 2"," ",56," ",63," ",0," ",9," ",0421," ",1931," "," "," ",M," ",M," ",M," ",0.00," ",29.31," ",30.04," ",8.5," ",20," ",9," ",23," ",180," ",17," ",210," "
94846,20100704,91," ",68," ",80," "," 8"," ",66," ",71," ",0," ",15," ",0422," ",1930," "," "," ",M," ",M," ",M," ",0.00," ",29.20," ",29.91," ",10.2," ",22," ",10.5," ",31," ",240," ",24," ",200," "
94846,20100705,91," ",78," ",85," ",13," ",64," ",71," ",0," ",20," ",0422," ",1930," "," "," ",M," ",M," ",M," ",0.00," ",29.20," ",29.9," ",15," ",20," ",15.3," ",36," ",200," ",28," ",210," "
94846,20100706,90," ",73," ",82," ",10," ",69," ",73," ",0," ",17," ",0423," ",1930," ","TSRA RA"," ",M," ",M," ",M," ",0.37," ",29.26," ",29.96," ",8.4," ",22," ",9," ",36," ",210," ",26," ",210," "
94846,20100707,93," ",71," ",82," ",10," ",70," ",73," ",0," ",17," ",0423," ",1930," ",BR," ",M," ",M," ",M," ",0.20," ",29.34," ",30.03," ",3.5," ",23," ",6.3," ",29," ",170," ",23," ",170," "
94846,20100708,88," ",73," ",81," "," 8"," ",70," ",73," ",0," ",16," ",0424," ",1929," ","TSRA RA BR"," ",M," ",M," ",M," ",0.16," ",29.27," ",29.99," ",2.7," ",32," ",5.4," ",20," ",40," ",14," ",340," "
94846,20100709,88," ",70," ",79," "," 6"," ",59," ",67," ",0," ",14," ",0425," ",1929," "," "," ",M," ",M," ",M," ","  T"," ",29.26," ",29.98," ",6.3," ",36," ",7.5," ",23," ",60," ",18," ",330," "
94846,20100710,89," ",69," ",79," "," 6"," ",61," ",68," ",0," ",14," ",0425," ",1929," "," "," ",M," ",M," ",M," ",0.00," ",29.23," ",29.95," ",6.3," ",28," ",8," ",21," ",320," ",16," ",330," "
94846,20100711,85," ",66," ",76," "," 3"," ",63," ",67," ",0," ",11," ",0426," ",1928," ","TSRA RA BR"," ",M," ",M," ",M," ",0.79," ",29.08," ",29.81," ",5.6," ",23," ",7.8," ",25," ",190," ",21," ",200," "
94846,20100712,84," ",65," ",75," "," 2"," ",65," ",68," ",0," ",10," ",0427," ",1928," ",BR," ",M," ",M," ",M," ","  T"," ",29.05," ",29.76," ",1.7," ",35," ",3.9," ",21," ",70," ",13," ",50," "
94846,20100713,84," ",70," ",77," "," 4"," ",65," ",69," ",0," ",12," ",0428," ",1927," "," "," ",M," ",M," ",M," ",0.17," ",29.18," ",29.87," ",5.4," ",10," ",6.1," ",22," ",60," ",13," ",70," "
94846,20100714,90," ",70," ",80," "," 7"," ",71," ",74," ",0," ",15," ",0428," ",1927," ",BR," ",M," ",M," ",M," ",0.00," ",29.25," ",29.96," ",9.2," ",17," ",10.1," ",25," ",170," ",20," ",170," "
94846,20100715,90," ",71," ",81," "," 7"," ",69," ",73," ",0," ",16," ",0429," ",1926," "," "," ",M," ",M," ",M," ",0.01," ",29.21," ",29.91," ",7," ",27," ",10.1," ",24," ",300," ",21," ",300," "
94846,20100716,90," ",67," ",79," "," 5"," ",62," ",68," ",0," ",14," ",0430," ",1925," "," "," ",M," ",M," ",M," ",0.00," ",29.23," ",29.95," ",7.4," ",25," ",8.1," ",23," ",260," ",17," ",210," "
94846,20100717,93," ",71," ",82," "," 8"," ",63," ",70," ",0," ",17," ",0431," ",1925," "," "," ",M," ",M," ",M," ",0.00," ",29.18," ",29.89," ",5.6," ",28," ",6.9," ",18," ",300," ",15," ",330," "
94846,20100718,92," ",72," ",82," "," 8"," ",69," ",73," ",0," ",17," ",0432," ",1924," "," "," ",M," ",M," ",M," ",0.01," ",29.10," ",29.82," ",7," ",25," ",9.7," ",32," ",250," ",22," ",260," "
94846,20100719,84," ",69," ",77," "," 3"," ",66," ",70," ",0," ",12," ",0433," ",1923," ",RA," ",M," ",M," ",M," ",0.01," ",29.18," ",29.89," ",2.3," ",24," ",4.9," ",17," ",30," ",13," ",210," "
94846,20100720,86," ",68," ",77," "," 3"," ",68," ",70," ",0," ",12," ",0433," ",1923," "," "," ",M," ",M," ",M," ","  T"," ",29.21," ",29.92," ",5.4," ",23," ",7.2," ",22," ",120," ",16," ",220," "
94846,20100721,91," ",72," ",82," "," 8"," ",65," ",70," ",0," ",17," ",0434," ",1922," "," "," ",M," ",M," ",M," ",0.00," ",29.29," ",30," ",4.7," ",31," ",6.8," ",25," ",10," ",16," ",320," "
94846,20100722,90," ",69," ",80," "," 6"," ",71," ",74," ",0," ",15," ",0435," ",1921," "," "," ",M," ",M," ",M," ",0.01," ",29.16," ",29.89," ",10.8," ",20," ",11.9," ",32," ",200," ",26," ",210," "
94846,20100723,94," ",70," ",82," "," 8"," ",71," ",74," ",0," ",17," ",0436," ",1920," ","TS TSRA RA BR"," ",M," ",M," ",M," ",2.79," ",29.15," ",29.85," ",11.2," ",24," ",11.8," ",37," ",240," ",29," ",250," "
94846,20100724,87," ",69," ",78," "," 4"," ",71," ",73," ",0," ",13," ",0437," ",1919," ","TSRA RA BR"," ",M," ",M," ",M," ",3.64," ",29.16," ",29.86," ",2.6," ",28," ",8.9," ",33," ",310," ",24," ",320," "
94846,20100725,81," ",66," ",74," "," 0"," ",59," ",65," ",0," ",9," ",0438," ",1918," "," "," ",M," ",M," ",M," ",0.00," ",29.36," ",30.06," ",8.7," ",2," ",9.2," ",26," ",60," ",17," ",30," "
94846,20100726,84," ",61," ",73," ",-1," ",62," ",67," ",0," ",8," ",0439," ",1918," "," "," ",M," ",M," ",M," ",0.00," ",29.38," ",30.09," ",4.5," ",12," ",5.2," ",20," ",80," ",15," ",100," "
94846,20100727,88," ",68," ",78," "," 4"," ",67," ",71," ",0," ",13," ",0440," ",1917," "," "," ",M," ",M," ",M," ",0.00," ",29.28," ",30.01," ",5.8," ",21," ",6.4," ",17," ",210," ",14," ",220," "
94846,20100728,88," ",73," ",81," "," 7"," ",71," ",74," ",0," ",16," ",0441," ",1916," ",BR," ",M," ",M," ",M," ",0.00," ",29.24," ",29.94," ",6.8," ",28," ",9.3," ",21," ",320," ",16," ",300," "
94846,20100729,82," ",67," ",75," "," 1"," ",58," ",65," ",0," ",10," ",0442," ",1915," "," "," ",M," ",M," ",M," ",0.00," ",29.36," ",30.07," ",6," ",5," ",7," ",26," ",50," ",14," ",70," "
94846,20100730,80," ",69," ",75," "," 1"," ",60," ",65," ",0," ",10," ",0443," ",1914," ",RA," ",M," ",M," ",M," ","  T"," ",29.25," ",29.98," ",5.5," ",17," ",6.1," ",17," ",150," ",14," ",160," "
94846,20100731,80," ",65," ",73," ",-1," ",64," ",67," ",0," ",8," ",0444," ",1913," ","TS TSRA RA BR"," ",M," ",M," ",M," ",0.68," ",29.14," ",29.86," ",3.6," ",13," ",5.8," ",22," ",180," ",17," ",170," "
23174,20100801,70," ",57," ",64," ",-6," ",56," ",59," ",1," ",0," ",0505," ",1855," ","FG+ HZ"," ",M," ",M," ",M," ",0.00," ",29.59," ",29.94," ",6.7," ",27," ",7.3," ",18," ",250," ",15," ",260," "
23174,20100802,67," ",58," ",63," ",-7," ",56," ",58," ",2," ",0," ",0506," ",1854," ","BR HZ"," ",M," ",M," ",M," ",0.00," ",29.60," ",29.95," ",6.4," ",26," ",6.9," ",23," ",280," ",18," ",270," "
23174,20100803,67," ",59," ",63," ",-7," ",56," ",59," ",2," ",0," ",0506," ",1853," ","BCFG BR HZ"," ",M," ",M," ",M," ",0.00," ",29.60," ",29.95," ",6.5," ",25," ",7," ",21," ",210," ",15," ",270," "
23174,20100804,69," ",58," ",64," ",-6," ",56," ",59," ",1," ",0," ",0507," ",1853," ","BCFG BR HZ"," ",M," ",M," ",M," ",0.00," ",29.59," ",29.94," ",6.3," ",26," ",6.8," ",20," ",260," ",15," ",280," "
23174,20100805,69," ",59," ",64," ",-6," ",55," ",59," ",1," ",0," ",0508," ",1852," ","BCFG BR HZ"," ",M," ",M," ",M," ",0.00," ",29.52," ",29.88," ",5.8," ",26," ",6.9," ",20," ",260," ",15," ",260," "
23174,20100806,69," ",59," ",64," ",-6," ",55," ",58," ",1," ",0," ",0509," ",1851," ",HZ," ",M," ",M," ",M," ",0.00," ",29.52," ",29.87," ",6.1," ",26," ",7.1," ",21," ",280," ",16," ",260," "
23174,20100807,69," ",59," ",64," ",-6," ",54," ",58," ",1," ",0," ",0509," ",1850," ",HZ," ",M," ",M," ",M," ",0.00," ",29.53," ",29.88," ",5.9," ",26," ",7.5," ",23," ",280," ",16," ",280," "
23174,20100808,70," ",60," ",65," ",-5," ",53," ",58," ",0," ",0," ",0510," ",1849," "," "," ",M," ",M," ",M," ",0.00," ",29.57," ",29.92," ",5.4," ",26," ",7.4," ",23," ",300," ",17," ",280," "
23174,20100809,68," ",59," ",64," ",-6," ",55," ",59," ",1," ",0," ",0511," ",1848," ",HZ," ",M," ",M," ",M," ",0.00," ",29.55," ",29.91," ",7.7," ",26," ",8.4," ",21," ",270," ",16," ",270," "
23174,20100810,70," ",59," ",65," ",-5," ",55," ",59," ",0," ",0," ",0511," ",1847," ","BR HZ"," ",M," ",M," ",M," ",0.00," ",29.58," ",29.93," ",7.7," ",26," ",8.1," ",22," ",250," ",16," ",270," "
23174,20100811,70," ",60," ",65," ",-5," ",54," ",58," ",0," ",0," ",0512," ",1846," "," "," ",M," ",M," ",M," ",0.00," ",29.59," ",29.94," ",8," ",26," ",8.6," ",23," ",270," ",18," ",270," "
23174,20100812,69," ",59," ",64," ",-7," ",55," ",58," ",1," ",0," ",0513," ",1845," ",BR," ",M," ",M," ",M," ",0.00," ",29.53," ",29.88," ",7.2," ",25," ",7.7," ",21," ",280," ",17," ",270," "
23174,20100813,67," ",59," ",63," ",-8," ",55," ",58," ",2," ",0," ",0514," ",1844," ","BR HZ"," ",M," ",M," ",M," ",0.00," ",29.51," ",29.85," ",7.5," ",25," ",8.8," ",24," ",280," ",20," ",270," "
23174,20100814,67," ",59," ",63," ",-8," ",55," ",58," ",2," ",0," ",0514," ",1843," ",HZ," ",M," ",M," ",M," ",0.00," ",29.52," ",29.87," ",6.8," ",25," ",7.9," ",22," ",270," ",18," ",270," "
23174,20100815,68," ",59," ",64," ",-7," ",56," ",59," ",1," ",0," ",0515," ",1842," ","BCFG HZ"," ",M," ",M," ",M," ",0.00," ",29.53," ",29.88," ",6.5," ",25," ",7," ",23," ",270," ",17," ",260," "
23174,20100816,68," ",60," ",64," ",-7," ",57," ",60," ",1," ",0," ",0516," ",1840," ",BR," ",M," ",M," ",M," ",0.00," ",29.52," ",29.86," ",5.5," ",27," ",6.1," ",17," ",280," ",14," ",270," "
23174,20100817,76," ",63," ",70," ",-1," ",57," ",62," ",0," ",5," ",0517," ",1839," "," "," ",M," ",M," ",M," ",0.00," ",29.54," ",29.89," ",6.4," ",27," ",6.6," ",17," ",280," ",15," ",280," "
23174,20100818,80," ",65," ",73," "," 2"," ",56," ",62," ",0," ",8," ",0517," ",1838," "," "," ",M," ",M," ",M," ",0.00," ",29.54," ",29.89," ",7.4," ",27," ",7.8," ",21," ",280," ",16," ",260," "
23174,20100819,76," ",63," ",70," ",-1," ",57," ",62," ",0," ",5," ",0518," ",1837," "," "," ",M," ",M," ",M," ",0.00," ",29.49," ",29.83," ",7.1," ",26," ",7.3," ",18," ",260," ",16," ",260," "
23174,20100820,73," ",62," ",68," ",-3," ",56," ",60," ",0," ",3," ",0519," ",1836," "," "," ",M," ",M," ",M," ",0.00," ",29.45," ",29.79," ",7.3," ",26," ",7.6," ",20," ",280," ",16," ",270," "
23174,20100821,71," ",60," ",66," ",-5," ",55," ",60," ",0," ",1," ",0519," ",1835," "," "," ",M," ",M," ",M," ",0.00," ",29.51," ",29.85," ",7," ",26," ",7.6," ",24," ",280," ",21," ",280," "
23174,20100822,80," ",61," ",71," "," 0"," ",56," ",60," ",0," ",6," ",0520," ",1833," "," "," ",M," ",M," ",M," ",0.00," ",29.54," ",29.88," ",6.1," ",26," ",6.5," ",22," ",280," ",18," ",260," "
23174,20100823,83," ",61," ",72," "," 1"," ",56," ",62," ",0," ",7," ",0521," ",1832," "," "," ",M," ",M," ",M," ",0.00," ",29.52," ",29.86," ",5.2," ",26," ",5.3," ",17," ",270," ",15," ",280," "
23174,20100824,79," ",65," ",72," "," 1"," ",59," ",64," ",0," ",7," ",0521," ",1831," ",BCFG," ",M," ",M," ",M," ",0.00," ",29.48," ",29.82," ",7.4," ",26," ",7.5," ",21," ",290," ",17," ",280," "
23174,20100825,73," ",63," ",68," ",-3," ",58," ",61," ",0," ",3," ",0522," ",1830," ",BCFG," ",M," ",M," ",M," ",0.00," ",29.51," ",29.85," ",8.2," ",26," ",8.4," ",22," ",260," ",18," ",260," "
23174,20100826,70," ",61," ",66," ",-5," ",56," ",60," ",0," ",1," ",0523," ",1829," ",BCFG," ",M," ",M," ",M," ",0.00," ",29.51," ",29.86," ",8.2," ",25," ",8.5," ",23," ",260," ",18," ",260," "
23174,20100827,69," ",60," ",65," ",-6," ",57," ",60," ",0," ",0," ",0524," ",1827," ","FG+ BCFG BR HZ"," ",M," ",M," ",M," ",0.00," ",29.47," ",29.82," ",5.9," ",26," ",6.8," ",20," ",280," ",15," ",280," "
23174,20100828,70," ",62," ",66," ",-5," ",53," ",58," ",0," ",1," ",0524," ",1826," "," "," ",M," ",M," ",M," ",0.00," ",29.46," ",29.8," ",4," ",21," ",8.2," ",22," ",260," ",16," ",270," "
23174,20100829,71," ",60," ",66," ",-5," ",52," ",58," ",0," ",1," ",0525," ",1825," "," "," ",M," ",M," ",M," ",0.00," ",29.48," ",29.83," ",6.5," ",26," ",7.8," ",22," ",280," ",17," ",270," "
23174,20100830,71," ",58," ",65," ",-6," ",53," ",58," ",0," ",0," ",0526," ",1823," "," "," ",M," ",M," ",M," ",0.00," ",29.57," ",29.91," ",4.6," ",26," ",6.3," ",22," ",230," ",17," ",270," "
23174,20100831,73," ",61," ",67," ",-4," ",55," ",59," ",0," ",2," ",0526," ",1822," ","FG BCFG BR"," ",M," ",M," ",M," ",0.00," ",29.57," ",29.92," ",6," ",27," ",6.5," ",21," ",270," ",16," ",270," "
94846,20100801,86," ",65," ",76," "," 3"," ",65," ",68," ",0," ",11," ",0445," ",1911," ","BR HZ"," ",M," ",M," ",M," ",0.00," ",29.23," ",29.94," ",2.4," ",13," ",4.1," ",18," ",50," ",10," ",100," "
94846,20100802,84," ",67," ",76," "," 3"," ",67," ",70," ",0," ",11," ",0446," ",1910," ","RA BR"," ",M," ",M," ",M," ","  T"," ",29.26," ",29.96," ",6.3," ",21," ",6.8," ",22," ",230," ",18," ",230," "
94846,20100803,86," ",66," ",76," "," 3"," ",71," ",73," ",0," ",11," ",0447," ",1909," ","TSRA RA BR"," ",M," ",M," ",M," ",0.28," ",29.20," ",29.91," ",2.6," ",21," ",3.3," ",20," ",40," ",13," ",240," "
94846,20100804,83," ",71," ",77," "," 4"," ",72," ",73," ",0," ",12," ",0448," ",1908," ","TSRA RA BR"," ",M," ",M," ",M," ",0.48," ",29.15," ",29.85," ",4.1," ",27," ",4.9," ",56," ",270," ",38," ",270," "
94846,20100805,83," ",68," ",76," "," 3"," ",62," ",67," ",0," ",11," ",0449," ",1907," "," "," ",M," ",M," ",M," ",0.00," ",29.13," ",29.84," ",10.6," ",29," ",10.9," ",29," ",310," ",22," ",300," "
94846,20100806,82," ",64," ",73," "," 0"," ",59," ",64," ",0," ",8," ",0450," ",1906," "," "," ",M," ",M," ",M," ",0.00," ",29.22," ",29.93," ",6.3," ",29," ",6.5," ",18," ",310," ",14," ",300," "
94846,20100807,83," ",62," ",73," "," 0"," ",64," ",68," ",0," ",8," ",0451," ",1904," "," "," ",M," ",M," ",M," ",0.00," ",29.20," ",29.92," ",7.6," ",23," ",8," ",22," ",200," ",17," ",200," "
94846,20100808,87," ",69," ",78," "," 5"," ",67," ",70," ",0," ",13," ",0452," ",1903," ","RA BR"," ",M," ",M," ",M," ",0.08," ",29.13," ",29.86," ",9.3," ",22," ",9.9," ",41," ",220," ",30," ",220," "
94846,20100809,88," ",72," ",80," "," 7"," ",71," ",74," ",0," ",15," ",0453," ",1902," ",TS," ",M," ",M," ",M," ",0.15," ",29.20," ",29.9," ",4.1," ",24," ",7.1," ",26," ",310," ",22," ",300," "
94846,20100810,89," ",75," ",82," "," 9"," ",71," ",74," ",0," ",17," ",0454," ",1900," "," "," ",M," ",M," ",M," ",0.00," ",29.23," ",29.93," ",4.4," ",7," ",4.9," ",22," ",60," ",12," ",50," "
94846,20100811,90," ",75," ",83," ",10," ",70," ",74," ",0," ",18," ",0455," ",1859," ",BR," ",M," ",M," ",M," ",0.00," ",29.13," ",29.84," ",4.2," ",28," ",6," ",21," ",280," ",17," ",290," "
94846,20100812,92," ",74," ",83," ",10," ",70," ",74," ",0," ",18," ",0456," ",1858," "," "," ",M," ",M," ",M," ",0.00," ",29.13," ",29.83," ",3.3," ",10," ",5.7," ",24," ",80," ",12," ",80," "
94846,20100813,92," ",73," ",83," ",10," ",70," ",74," ",0," ",18," ",0457," ",1856," ","TS BR"," ",M," ",M," ",M," ",0.25," ",29.07," ",29.78," ",7.2," ",18," ",7.6," ",38," ",310," ",31," ",300," "
94846,20100814,88," ",72," ",80," "," 8"," ",69," ",73," ",0," ",15," ",0458," ",1855," "," "," ",M," ",M," ",M," ","  T"," ",29.11," ",29.82," ",3.6," ",25," ",5," ",18," ",240," ",13," ",240," "
94846,20100815,83," ",66," ",75," "," 3"," ",62," ",67," ",0," ",10," ",0459," ",1854," "," "," ",M," ",M," ",M," ",0.00," ",29.21," ",29.9," ",8.1," ",29," ",8.8," ",30," ",290," ",23," ",290," "
94846,20100816,80," ",63," ",72," "," 0"," ",54," ",62," ",0," ",7," ",0500," ",1852," "," "," ",M," ",M," ",M," ",0.00," ",29.31," ",30.01," ",8.6," ",28," ",9.3," ",26," ",280," ",21," ",260," "
94846,20100817,79," ",64," ",72," "," 0"," ",57," ",63," ",0," ",7," ",0501," ",1851," ",RA," ",M," ",M," ",M," ",0.03," ",29.36," ",30.07," ",4.5," ",30," ",6.1," ",18," ",40," ",13," ",310," "
94846,20100818,84," ",63," ",74," "," 2"," ",61," ",66," ",0," ",9," ",0502," ",1849," ",RA," ",M," ",M," ",M," ",0.05," ",29.29," ",30.02," ",1.5," ",20," ",3.5," ",20," ",60," ",10," ",110," "
94846,20100819,88," ",66," ",77," "," 6"," ",65," ",69," ",0," ",12," ",0503," ",1848," "," "," ",M," ",M," ",M," ",0.00," ",29.18," ",29.91," ",4.6," ",21," ",5," ",18," ",220," ",14," ",220," "
94846,20100820,92," ",71," ",82," ",11," ",68," ",72," ",0," ",17," ",0504," ",1846," ",RA," ",M," ",M," ",M," ",0.03," ",29.11," ",29.81," ",10.5," ",19," ",11.2," ",28," ",210," ",22," ",170," "
94846,20100821,86," ",71," ",79," "," 8"," ",69," ",72," ",0," ",14," ",0505," ",1845," ","RA BR"," ",M," ",M," ",M," ",0.45," ",29.13," ",29.83," ",2.6," ",33," ",6," ",22," ",60," ",15," ",40," "
94846,20100822,81," ",68," ",75," "," 4"," ",64," ",67," ",0," ",10," ",0506," ",1843," "," "," ",M," ",M," ",M," ",0.00," ",29.35," ",30.05," ",7.9," ",3," ",8.5," ",30," ",60," ",14," ",70," "
94846,20100823,80," ",65," ",73," "," 2"," ",63," ",67," ",0," ",8," ",0508," ",1842," "," "," ",M," ",M," ",M," ",0.00," ",29.34," ",30.06," ",6," ",4," ",7.3," ",26," ",50," ",14," ",50," "
94846,20100824,84," ",64," ",74," "," 3"," ",62," ",66," ",0," ",9," ",0509," ",1840," "," "," ",M," ",M," ",M," ","  T"," ",29.29," ",30.02," ",1.2," ",4," ",5.8," ",23," ",340," ",17," ",360," "
94846,20100825,79," ",61," ",70," "," 0"," ",51," ",59," ",0," ",5," ",0510," ",1839," "," "," ",M," ",M," ",M," ",0.00," ",29.38," ",30.08," ",9.8," ",32," ",10.3," ",26," ",10," ",17," ",330," "
94846,20100826,79," ",59," ",69," ",-1," ",52," ",59," ",0," ",4," ",0511," ",1837," "," "," ",M," ",M," ",M," ",0.00," ",29.44," ",30.16," ",0.8," ",6," ",5.2," ",21," ",70," ",10," ",90," "
94846,20100827,86," ",59," ",73," "," 3"," ",56," ",63," ",0," ",8," ",0512," ",1835," "," "," ",M," ",M," ",M," ",0.00," ",29.39," ",30.11," ",8.6," ",21," ",9," ",13," ",190," ",13," ",190," "
94846,20100828,88," ",65," ",77," "," 7"," ",54," ",63," ",0," ",12," ",0513," ",1834," "," "," ",M," ",M," ",M," ",M," ",29.36," ",30.08," ",10.5," ",19," ",10.8," ",17,s,180," ",17," ",180," "
94846,20100829,94," ",71," ",83," ",13," ",66," ",71," ",0," ",18," ",0514," ",1832," "," "," ",M," ",M," ",M," ",0.00," ",29.39," ",30.1," ",10.6," ",19," ",11.4," ",24," ",180," ",20," ",180," "
